sector;province;2018-01;2018-12;2018-02;2018-03;2018-04;2018-05;2018-06;2018-07;2019-06;2018-08;2018-09;2018-10;2018-11;2019-01;2019-02;2019-03;2019-04;2019-05;2019-07;2019-08;2019-09;2019-10;2019-11;2019-12;2020-01;2020-02;2020-03;2020-04;2020-05;2021-05;2020-06;2020-07;2021-07;2020-08;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02;2021-03;2021-04;2022-04;2021-06;2022-06;2022-05;2021-08;2022-08;2022-07;2021-09;2021-10;2022-10;2021-11;2022-11;2021-12;2022-12;2022-01;2023-01;2022-02;2023-02;2022-03;2023-03;2023-04;2023-05
 Tekstil ve Hammaddeleri;ADIYAMAN;622.99606;340.06394;336.49339;496.95545;384.05832;235.11865;340.32291;780.91115;143.93723;806.86828;1038.06917;918.88267;575.56291;360.99334;233.87082;258.9228;279.80074;444.90771;309.19033;273.5293;447.00437;454.19518;561.73816;477.59113;83.79119;387.96205;263.18766;16.74785;83.67375;501.64827;125.60379;327.27418;270.78615;367.07226;429.70181;612.07158;871.48069;524.16194;598.99045;475.66771;857.78886;716.20345;456.46005;363.39776;521.4877;293.26793;826.5583;429.42528;226.68505;993.93814;871.48069;205.36582;192.9192;192.02663;264.74269;491.22797;904.90392;23.94849;368.94345;64.28242;256.49649;87.48034;57.46366;183.96394
 Yaş Meyve ve Sebze  ;ADIYAMAN;0;27.67585;0;0;0;0;0;0;0;0;0;0;0;168.43527;108.82488;0;0;0;0;0;0;0;22.26887;38.49935;16.428;0.1445;0;0;0;0;0;0;0;0;0;37.56613;0;68.1278;90.65568;95.23389;0;0;0;0;0;0;0;0;0;0;0;0;18.29294;93.888;0;338.95874;19.6698;72.07246;0;61.53709;0;0;0;0
TOPLAM;ADIYAMAN;10168.31407;6768.12656;9549.02674;8695.2704;5254.15004;6142.87527;3003.73734;3464.73853;4224.01746;7583.97033;5353.60251;3153.14802;6534.49669;5471.98908;5186.08126;3856.33455;5659.36295;6398.46932;5617.90254;5094.68452;7048.47928;3982.68677;9084.9686;4325.10504;6423.36036;7106.58227;7436.7387;4819.03496;7962.5627;8398.06954;7846.72952;10451.38959;8450.62522;11809.42308;10124.51252;12036.00252;5854.69482;9936.42776;17329.10701;12106.78103;12930.54865;10739.09434;8244.79728;10098.55805;5399.05057;8549.62425;8537.24191;9154.20381;7764.00139;8576.78994;5860.01435;8863.8469;6688.60273;9425.32453;6541.30052;14655.29377;5977.8307;11671.14885;5229.02411;6833.10587;5588.28581;7785.67133;5174.94071;4941.84445
 Çelik;AFYON;2.26269;27.92882;2.73;57.80134;44.71982;13.51371;32.78599;24.62373;35.16917;58.23316;9.41986;0.61814;0.63673;106.42538;14.94445;240.63685;166.94541;97.60219;201.72372;44.76398;345.33462;33.4148;309.87374;99.62395;85.85476;38.60328;8.54802;27.90635;10.02797;77.5303;0.80134;22.42392;337.70392;5.6729;15.90504;50.24943;52.73972;15.46351;43.77497;144.26905;22.39517;50.02805;331.38161;69.75043;13.71817;54.12524;128.16297;30.1825;615.78496;38.48396;52.73972;55.867;31.22925;1520.64935;90.88212;64.82192;35.31902;10.56152;108.49532;8.084;51.46442;55.51629;47.41519;549.1963
 Çimento Cam Seramik ve Toprak Ürünleri;AFYON;414.69533;289.62905;416.73397;380.97864;397.77587;455.37301;404.38436;411.89577;2540.64935;331.80427;425.07608;1844.31178;512.21232;273.23669;1770.70055;1758.31006;1740.99283;1631.11114;1817.52835;2304.66817;1641.40551;1541.69894;379.23097;82.96964;2009.22172;2977.49745;1599.7528;2650.41856;3367.3219;899.29252;2363.26748;1578.12584;615.1034;3004.93016;1629.00048;369.28402;2009.5864;2004.03144;390.35236;2508.67934;4263.92712;2791.06843;2423.38894;3541.26339;846.88215;2543.40662;1957.46242;1982.88208;2619.8088;743.92859;2009.5864;2472.15089;579.32642;568.02943;375.82736;380.73771;641.65515;433.71768;694.97708;446.59438;752.35357;2686.42168;350.43416;729.03619
 Demir ve Demir Dışı Metaller ;AFYON;1179.61693;764.7887;928.21273;712.87839;849.82165;1185.31028;750.51812;839.24986;990.82529;1067.59502;699.82015;928.72163;962.70678;1646.55921;830.58716;1403.77539;1032.22064;1163.89554;955.40802;890.9274;1135.96627;1160.32657;1301.95363;1009.80556;1417.69205;1076.47939;1773.80275;1045.19418;1162.74062;1750.46839;1632.44256;1304.16612;1389.05123;973.32564;910.10408;1694.73243;1458.45173;979.33217;1973.51501;1321.82084;1168.00278;1105.25164;1624.52858;1411.46938;1311.64115;1191.96416;609.42241;989.56733;984.75592;1676.94253;1458.45173;823.26713;1945.38696;1150.98434;1132.84635;1289.06113;2277.25725;1373.36512;1630.84448;911.45144;1621.32729;1071.25722;1044.52163;656.71763
 Deri ve Deri Mamulleri ;AFYON;0;18.672;0;0;0;0.42036;0;0;0;0;0;2.17919;4.10283;0.10677;0;11.095;0;0;0;1.18893;0;0;0;0.00998;0.04;1.81631;0;0.01556;0.3268;0.36318;0;1.26717;5.68115;1.13968;0;0.09176;13.34371;2.55747;4.13103;0.51382;0.19735;0.9487;3.61161;1.43052;3.91157;8.97286;0.12241;0.1224;6.19759;5.5392;13.34371;33.96979;14.70047;31.61314;3.73242;19.15075;2.06114;47.17629;22.04119;7.36975;4.7526;9.13786;3.99808;19.60436
 Diğer Sanayi Ürünleri;AFYON;0;0;0;0;0;0;0;0;0;0;0;0;0;0.36638;0;0;0;0;0;0;0;5.3772;0;0;0.11065;9.54739;0;0.08364;0.08139;1.71624;0;0.15797;0.41567;0.10993;0.14978;0;0.00563;0;0.319;0.90835;0.4184;0.02303;13.98412;6.10697;38.29602;49.46092;8.69349;22.29132;15.05099;0.1208;0.00563;10.4992;1.55459;0.10375;0;0.5471;0.43231;0.0444;0;0.47778;17.9576;0;0;8.8664
 Fındık ve Mamulleri ;AFYON;374.14894;0;0;31.51903;31.64645;0;0;0;0;0;0;0;1.91424;0;0;205.9046;0;0;0;0;0;0;0;179.991;189.70616;126.33736;255.07744;0;0;0;0;0;0;0;0;0;7.09596;14.22497;0;0;0.75551;0;0;1.14369;0;0;0;0;0;1.95659;7.09596;1.30424;0;1.78104;1.90129;0;0;605.21;358.73226;0;504.09027;0;0;0
 Halı ;AFYON;7.46078;0;3.949;2.60744;0;4.57159;0;0.98051;0;5.50629;0;6.81887;6.02488;0.0422;1.5;0;0.44148;0;2.76;2.70842;1.81486;8.43036;0;3.35817;0;0.75881;1.51139;0;0;0;0;1.199;0.66903;1.02022;0.9084;0.13025;9.96762;0.12763;1.80204;0.2128;0.90706;18;2.95198;7.39429;2.99175;0.62287;6.57653;1.77704;3.32232;10.47759;9.96762;3.79304;4.69821;3.2776;0.09274;3.36522;0.15184;2.96524;0.63292;9.60679;0.36023;2.16364;3.9225;2.66559
 Hazırgiyim ve Konfeksiyon ;AFYON;38.59586;0;34.09801;41.8917;1.795;72.68732;6.77025;42.87039;10.41468;48.76548;12.75656;41.14653;35.98939;46.85635;66.65348;2.275;34.53542;46.05328;3.24;67.94032;25.6798;67.46369;23.84283;19.95834;51.37917;49.80334;35.69289;12.25084;6.69159;50.11272;432.00854;70.40551;29.95661;24.14542;32.11115;61.55949;160.97596;57.20621;87.85347;5.83716;39.06199;6.57938;119.90462;138.87711;145.77502;45.86937;160.37996;70.79583;32.64218;130.60325;160.97596;44.55901;95.04513;161.86821;31.36803;64.87187;108.55481;25.94237;13.99962;102.7405;97.01152;50.31514;75.10222;72.11819
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;AFYON;140.4278;1240.44123;170.36013;9879.15945;2431.44746;1915.719;1290.15433;360.51195;155.61368;246.38855;857.15254;1099.90044;920.96866;520.75775;524.29317;840.2967;918.9067;456.4945;68.0303;47.34503;276.76495;19230.31039;485.23445;1867.80446;280.359;229.0911;304.87682;235.54161;204.21749;251.44898;188.39438;307.49325;450.10741;294.68556;396.83872;657.84698;782.74451;1195.29757;396.05742;816.647;377.16308;519.34392;1072.31267;863.69091;1318.92885;17832.95736;965.51179;499.97182;378.88367;2073.95282;782.74451;1288.77829;2766.77787;691.02089;1373.94043;1550.15698;584.72018;1157.79473;780.23172;850.55958;1406.76893;864.09445;671.54268;730.02384
 İklimlendirme Sanayii;AFYON;0.36763;38.34742;0.80067;50.31194;28.73042;325.42164;42.24175;29.01807;181.35749;28.6855;66.43438;55.13936;300.40806;412.01788;35.32873;119.90942;296.16756;382.96669;258.01389;363.34642;482.69214;301.31574;218.91996;172.35227;96.931;115.34058;319.07845;111.99327;175.7508;898.58733;470.92568;289.2202;625.55912;713.78941;165.35558;109.04396;790.44825;264.63809;244.76924;754.39858;219.70042;459.42983;424.51398;630.11698;561.79832;589.82222;730.35373;687.92116;550.51573;1045.03707;790.44825;156.60021;331.09042;304.41448;1032.29653;542.79706;343.95429;728.28012;613.4514;412.15818;486.91482;685.85584;546.78411;555.10018
 Kimyevi Maddeler ve Mamulleri  ;AFYON;789.33537;438.85078;946.30754;422.76212;617.84616;371.90926;432.44147;697.47554;1069.07667;405.27612;724.4475;609.29394;410.99053;501.68408;444.54328;648.43472;1201.20161;1258.90114;866.93508;501.14833;1229.5456;1443.94512;655.96726;559.00885;917.78867;710.73461;688.42699;681.48675;937.43476;1228.73467;1248.20499;1177.85091;1106.51003;604.04553;1102.63951;949.82236;1052.66865;701.10932;881.62406;794.90659;1006.78103;1212.93547;2410.89366;1450.35185;3773.77539;2022.86488;1174.4876;2701.66728;1279.45589;1332.48061;1052.66865;1382.07901;1237.47714;1746.93494;1228.06259;1651.9664;1108.68876;1355.85756;1283.61171;1125.1311;1299.87953;1590.68681;1303.08248;1568.10189
 Kuru Meyve ve Mamulleri  ;AFYON;56.78042;35.4588;159.51559;112.28825;166.32772;126.32607;0;30.27994;48.49289;2.052;49.91779;253.5122;82.78282;198.31207;52.26206;149.85778;96.2465;248.47892;7.46157;21.93879;216.87961;213.04029;85.58027;360.16114;67.52689;182.98157;438.14921;114.43958;144.9127;85.67655;218.92306;325.95313;96.49886;104.72121;210.7179;110.30974;110.81642;208.52075;243.94246;285.56;137.14003;126.72279;170.93824;24.48106;212.47065;28.9057;86.4532;25.09549;92.31183;161.43275;110.81642;261.15828;37.69472;257.68095;165.00472;150.67074;189.51919;132.9784;232.51433;297.82108;372.93941;306.37578;77.74625;36.41635
 Madencilik Ürünleri;AFYON;13978.11438;14221.71502;13437.06126;15071.63555;16273.7509;18477.03558;14424.84262;17584.92271;10999.25267;12327.24551;16528.23574;16012.67287;16341.01648;15262.83173;11952.29287;15293.11862;14826.16539;24173.45477;22082.2169;15556.25726;18490.33008;19115.09473;17653.44758;18324.82034;17636.76093;14286.13267;15096.44127;14124.39764;10328.34378;23111.11102;17431.8749;20193.65057;18658.52441;16841.75849;18200.42728;19884.41524;18548.53812;17723.0931;17080.93662;16633.05816;21265.29052;21906.56834;22189.88622;24203.4379;24844.60987;16547.96764;22165.38252;21874.80119;17580.13733;22545.56504;18506.7938;17546.70386;20686.76596;19004.56016;20066.24904;16451.48824;18530.18033;16360.26625;17678.34903;14917.28516;20852.12788;17264.34192;14273.3721;19173.4329
 Makine ve Aksamları;AFYON;42.97274;608.02593;56.25613;541.4055;669.78124;529.66244;261.12473;658.64793;885.58696;175.68877;388.67483;410.22465;224.28242;77.54571;363.55005;383.72448;631.67629;862.3274;968.70375;843.30939;1365.37102;834.58215;679.45027;863.43363;101.50865;555.01339;246.84948;606.39757;906.95043;768.29318;883.8194;448.37002;1179.09016;1442.49244;1246.64683;676.47082;1017.39579;712.89646;731.63291;631.53137;626.77912;740.54034;590.78917;664.52205;1989.10853;2281.34013;831.48506;1694.22676;2010.35805;1328.65531;1017.39579;658.55146;531.85617;1213.19995;592.43088;406.14058;936.81789;692.93997;517.83666;461.11381;1269.26919;304.23664;1105.81632;186.26054
 Meyve Sebze Mamulleri ;AFYON;321.30267;1478.23661;414.00554;448.57194;445.69782;414.66896;279.26092;272.06025;309.20755;52.18592;203.22894;882.61417;1482.2794;1062.04747;559.97605;849.31514;1004.30244;568.40048;701.99604;527.85656;519.89563;956.4956;395.47305;380.40896;393.05448;932.89651;395.17859;590.20696;165.45903;535.84071;179.44656;345.32085;500.06897;630.48258;924.70183;723.30285;561.88103;529.76697;782.63905;635.07421;769.46687;995.90563;935.21626;532.59619;756.02367;953.83485;847.11983;755.31595;628.91902;812.4144;561.88103;666.3544;610.8103;444.41813;329.80763;835.42755;566.8311;631.8411;1033.9854;709.04386;1002.43365;1170.60155;1278.81041;628.18584
 Otomotiv Endüstrisi;AFYON;5.09289;1168.8333;189.9422;0;0;1092.49388;0;12.34787;492.34699;16.36938;187.3719;503.58247;771.37211;1041.85;3002.59343;700.54763;149.40467;387.87852;1525.6108;727.19932;312.38695;1304.14098;615.495;1279.93601;364.30855;499.79989;640.4272;703.77465;14.54405;186.01912;165.46643;945.22612;594.7589;482.8042;159.77662;65.5731;1211.62054;1307.86878;154.71006;113.86344;254.46603;1020.61177;290.04545;319.15359;1735.80788;782.1116;740.63514;55.89142;47.64865;304.42532;1211.62054;730.04791;902.62394;15.52704;640.40387;244.04988;1779.49395;367.91796;322.20998;100.16316;1016.48457;336.28213;105.98836;269.72543
 Su Ürünleri ve Hayvansal Mamuller;AFYON;7611.81642;7140.45854;6697.89271;9171.93615;7593.21338;6597.19842;7191.74806;7275.775;2092.71113;7874.63252;6697.28772;8128.57549;8509.49877;7835.83182;6805.06153;6685.4801;5381.23803;2570.29022;2333.12843;4547.01098;3248.06229;4448.66941;4822.9373;4839.31608;4873.89518;3869.92283;1279.49789;3501.40032;711.34404;1405.41848;2247.25665;3258.89344;2148.81667;1740.76291;1308.16101;4624.07862;2886.81579;2569.76693;2023.28289;1423.1692;2960.44459;2662.47742;1320.18539;2244.91713;2497.79212;1980.36082;2358.77609;1681.68022;2213.82968;2251.67174;2886.81579;2063.81486;2044.90279;2104.63901;2405.27037;1609.24807;2149.05846;809.9875;853.04241;1259.98186;1868.70594;1891.11586;918.93328;970.87187
 Tekstil ve Hammaddeleri;AFYON;5.77508;0;2.92318;2.79005;3.03434;0.25315;5.20288;5.41562;41.93763;2.86215;0;5.8704;2.04941;0.3776;4.18364;57.83105;54.65779;6.97332;8.80651;76.5726;9.99463;0.19148;0;1.57406;0.72458;0.12421;1.87864;0.80919;8.31197;2.19173;5.50842;0.69396;6.17977;9.12978;4.50642;6.7806;8.3048;7.03575;10.95932;5.75988;54.5621;21.42497;41.6279;14.36482;6.9872;4.07518;10.81021;8.21501;12.37419;25.29016;8.3048;4.44273;7.39864;16.56436;88.58847;2.94478;5.53244;36.54005;7.81628;23.08234;142.36702;10.29869;7.60579;4.72511
 Yaş Meyve ve Sebze  ;AFYON;65.76327;85.77431;152.78811;15.8375;0;89.09875;113.577;132.08125;62.88909;60.98525;124.621;0;73.45479;55.61405;73.43089;161.77023;105.67287;0;41.508;0;0;4.574;90.18252;69.94899;142.97753;305.6801;88.13601;103.14353;0;71.9295;202.8286;104.15271;638.96319;69.33803;47.6583;274.43922;165.10675;358.61612;325.32222;288.22963;280.41192;78.44611;262.61728;508.82509;506.26208;187.26777;327.63859;126.91112;591.633;398.40366;165.10675;1099.95206;524.22026;493.12959;398.96398;805.99228;282.01619;1344.67132;341.67283;1734.25707;451.10979;1300.11922;646.9019;148.29969
TOPLAM;AFYON;25063.85817;27646.661;23689.11571;37370.55987;29730.65024;32048.72808;25436.39644;28433.52599;20550.02288;22896.52458;27736.33031;30927.25984;30695.88321;29121.18636;26984.49803;29915.62952;27883.60921;34047.94458;32003.6019;26789.07707;29612.37248;50978.04224;27982.39786;30617.7267;28834.38096;26203.30315;23719.50424;24762.10244;18347.78732;31648.03836;28070.75513;30463.93346;28556.68551;27370.68822;26632.01776;30419.47191;31319.27558;29106.74788;25653.90063;26973.58845;33871.22141;34010.91736;34906.81684;37106.87234;41233.19903;47654.25691;33320.90506;34010.27185;30197.68318;35294.22789;31277.53126;30095.56911;32641.01296;30301.17898;30289.2208;26905.07404;30185.04953;26801.04014;26905.11453;24118.82527;33664.0418;30718.27333;22990.63595;26887.95167
 Çelik;AĞRI;7.77722;86.33038;3.88619;3.78949;17.8733;8.02913;19.99189;1.25377;6.08163;2.88191;0.14245;10.32717;7.49757;23.68778;120.40797;79.22621;3.24693;44.0736;34.08345;2.97397;3.99805;36.76847;159.17364;311.13036;71.00107;70.61568;0;0;0.59359;0.79287;57.7546;3.12233;1.09652;38.98169;16.83457;19.61261;31.61328;7.05883;12.63636;4.99463;3.79225;21.4552;130.38374;19.31893;2.80494;17.79803;13.01977;9.03933;1.13851;13.03158;31.61328;297.03143;10.76305;309.24015;3.28817;11.52981;4.72241;25.95742;16.91202;49.78644;4.25503;50.35669;10.11149;35.0746
 Çimento Cam Seramik ve Toprak Ürünleri;AĞRI;48.1085;34.99824;59.48707;25.14192;8.4419;23.63614;17.53765;7.86373;85.85283;4.93127;2.80358;5.3814;2.16506;10.05036;21.22315;35.04369;0.87345;49.87093;145.56616;9.77054;91.49507;5.88024;45.80785;17.94331;81.17607;19.5779;0;0.40344;2.00235;9.04689;8.51155;8.58383;16.89116;2.16;3.44207;3.47132;68.12092;77.36862;71.77411;33.49372;77.77369;12.85246;74.14072;27.60143;51.94992;46.27399;78.68696;9.82454;48.20653;50.07498;68.12092;76.56625;25.11775;20.46658;51.62938;4.45548;30.23723;3.48406;13.95113;6.16589;82.19872;2.83651;0.57932;6.41526
 Demir ve Demir Dışı Metaller ;AĞRI;133.20583;93.41321;185.84613;105.66192;182.77633;94.71193;81.91286;45.76441;63.76253;64.09924;60.89192;93.1344;130.07481;82.87259;93.61581;43.68368;59.46648;73.81383;225.80116;64.21069;96.74816;127.10475;142.39756;180.50545;177.36977;58.64754;25.52664;58.18984;97.9597;113.35629;185.54113;89.91427;13.55367;24.50017;106.74868;47.89684;140.99149;86.01397;137.08769;152.71936;78.42165;106.52945;123.91265;402.29858;134.30821;141.72392;125.24643;95.1558;82.80186;222.40401;140.99149;48.6357;183.7257;472.62587;184.88482;151.718;93.83188;167.24728;201.37654;71.56296;75.99423;132.54208;46.00419;192.97008
 Deri ve Deri Mamulleri ;AĞRI;103.21431;97.51045;117.54486;92.62818;93.37002;54.57358;76.69488;49.93411;111.29918;26.37239;64.42961;57.87482;68.1818;68.03594;127.53465;81.88524;100.09129;116.24972;86.53268;71.64461;155.39243;188.36435;143.0255;176.90511;117.33999;145.58206;47.47474;36.12298;89.85548;61.18284;71.93613;54.00087;60.87253;46.20986;96.36488;81.20468;63.24663;92.25423;99.28213;137.14534;234.49048;66.68189;60.38791;82.89658;52.40474;42.68192;68.71695;69.10557;45.35944;60.68697;63.24663;106.64684;78.00218;46.88217;88.23396;54.3742;63.35458;95.81281;49.60092;43.6211;46.88634;74.2969;77.49632;102.87873
 Diğer Sanayi Ürünleri;AĞRI;16.05067;2.79266;12.40701;4.45971;9.07414;5.4062;8.88819;5.24998;22.32744;0;0;6.28002;1.12355;12.01921;1.73415;6.70383;1.40726;5.42487;6.30188;9.67548;10.13948;6.90869;1.16727;21.22141;3.96243;14.13633;0;0;0;10.61596;21.94998;7.40073;42.40789;11.08251;17.98508;1.62081;46.30119;5.8287;0.65442;51.90397;23.50969;23.76683;19.4952;12.88334;16.26994;27.02514;5.53687;23.28964;21.98242;3.0159;46.30119;0;0.18036;21.31931;22.19608;41.16884;2.55539;10.37601;15.02773;3.38582;6.90591;10.13445;17.31519;17.15479
 Halı ;AĞRI;2.04427;1.16672;0;0.17059;0.22536;0.70926;0.65289;8.75057;1.06359;0.68265;1.80613;3.40636;6.1484;6.60572;8.16771;0.27501;0.76504;0.7028;6.25476;2.03989;1.70288;2.48303;5.81543;2.10569;0.53443;1.15746;0;0;0;0;0;4.0726;0;0.20585;0.06258;1.81859;0.22;40.88603;0;0.0507;0.58296;0;0;0;0;0.19851;0;2.81327;0.33991;34.14012;0.22;0;0.84141;2.7571;19.44387;47.10465;0.95407;0;0.71827;0;80.14402;3.51393;0.38905;0
 Hazırgiyim ve Konfeksiyon ;AĞRI;408.67503;238.1508;623.94448;328.46483;215.95537;153.69729;408.0093;341.29782;300.86084;155.18869;247.80878;268.32501;241.77933;269.32587;537.93625;430.17491;280.32888;245.93356;524.40409;256.89449;1265.09415;555.49854;363.4011;415.77306;777.42939;752.52978;166.38206;65.59486;78.34082;62.43481;175.95551;155.51884;179.49264;173.1362;264.12796;340.26136;121.22615;279.58253;303.23081;507.20172;593.09599;191.04666;286.68715;268.34863;66.61922;122.82285;254.5109;186.20804;285.46382;198.23032;121.22615;276.21453;158.49748;287.29381;154.09898;84.89228;219.57215;186.96123;173.41897;170.77793;164.35715;193.7154;123.99592;204.38317
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;AĞRI;174.93404;573.57532;281.64158;567.91171;168.05117;111.06754;29.34912;449.45659;18.34085;199.63367;586.50728;684.0292;390.83144;42.75849;406.27281;121.77715;9.38396;240.41491;28.0514;306.71709;236.77495;458.67388;305.23792;230.59233;527.82628;665.50582;0;148.15945;187.63735;26.79158;189.11949;232.89124;91.72907;223.20278;410.94076;152.09012;147.57113;480.34018;245.16885;254.68166;193.0312;47.95078;144.90869;67.92942;176.63657;86.91374;237.2319;201.93331;38.55705;235.00229;147.57113;301.46889;197.90835;202.28621;215.56101;398.5349;205.02086;256.35769;151.25499;115.20341;130.79606;204.89995;163.7666;209.27546
 İklimlendirme Sanayii;AĞRI;224.54519;106.90429;213.30552;103.62843;25.23052;49.15647;57.39709;7.83809;36.02125;29.7361;35.06294;62.42861;62.6864;180.57444;132.20412;106.57769;62.69628;183.20132;113.94915;13.65302;8.18766;123.32271;94.77483;255.93085;174.758;195.15911;9.8681;155.58071;49.24131;47.62728;70.52121;112.35482;69.0001;134.65042;185.46762;108.75969;134.5949;86.76785;132.86382;145.54325;33.77962;71.23242;119.9317;318.73605;51.32732;136.33281;58.84414;319.59107;148.08379;133.57326;134.5949;24.10326;144.18493;109.24692;331.67089;15.75725;136.44644;18.37751;98.66038;52.19828;163.62806;58.57072;231.0348;267.62069
 Kimyevi Maddeler ve Mamulleri  ;AĞRI;431.72147;558.08828;291.47144;187.09625;335.93494;212.01077;235.97603;359.71021;272.76112;195.14074;426.71251;405.71286;329.80717;568.69007;758.99593;298.84886;351.33499;691.68434;506.51711;400.09011;219.75757;553.07229;460.56797;451.24115;475.78345;501.16779;89.51898;32.72182;265.73548;363.62192;628.86265;222.82045;208.87234;151.6594;448.6769;189.03636;279.88593;513.81052;343.26623;225.50768;335.06495;304.01276;316.37902;307.181;413.5441;238.1191;266.27248;368.19116;481.72794;440.63986;279.88593;388.4933;329.24371;360.98449;490.59952;1000.52776;356.23642;175.27737;510.87844;222.12408;335.18064;266.90069;262.38044;267.10486
 Madencilik Ürünleri;AĞRI;9.16338;10.5954;44.5559;14.84668;14.19501;22.60178;20.26133;3.61198;13.98076;2.15894;0.80886;4.15691;5.83434;4.93215;1.40437;0;2.93552;7.91712;23.40974;0.30658;3.30297;4.95363;1.29109;1.95197;0.54105;11.90354;0;0.13949;0;0.86645;24.34574;1.59179;55.88817;0.23715;11.12737;0.02079;13.27492;21.02936;2.86167;0.55657;19.19238;13.85277;39.55709;6.12464;114.49901;36.19616;12.48153;47.99358;23.09794;26.93976;13.27492;17.72482;6.13091;6.88922;54.34876;61.07531;25.97702;34.85409;20.77344;8.93381;10.07568;15.557;27.66512;38.14978
 Makine ve Aksamları;AĞRI;334.94007;226.55126;213.54626;53.85455;165.36607;131.19565;89.8439;149.20315;197.83941;112.2345;500.83787;121.11367;158.14052;261.40872;267.06357;208.40404;161.77435;308.85955;255.39139;256.11571;313.62026;305.61919;287.68481;269.85388;257.03813;133.07469;128.49414;75.53154;254.49341;188.43108;333.18928;301.28447;425.2332;203.73434;201.92814;140.88105;235.16812;338.99881;265.67878;462.94271;265.31579;315.49192;362.96521;302.671;252.62499;286.49745;229.43264;175.84608;134.4936;320.88476;235.16812;456.97686;258.64034;415.02268;497.53065;494.87525;389.97906;206.64172;296.06417;173.61477;562.19088;289.16943;219.97788;477.00801
 Meyve Sebze Mamulleri ;AĞRI;0.86976;16.3075;18.5438;53.2623;49.74905;2.18605;85.26713;84.23158;35.838;56.60927;52.44897;22.90572;1.33804;23.05672;66.7292;52.5304;53.20154;72.76845;49.9185;66.11998;63.76636;133.04733;56.24522;29.23431;57.72697;78.30887;58.54936;24.31803;105.69052;43.44499;97.18436;99.91642;76.2462;40.64714;45.8721;39.61265;30.44025;10.10332;13.53336;125.31731;135.92797;34.2665;152.98401;59.79262;180.50441;109.10863;87.398;158.25053;288.88019;109.03607;30.44025;99.32031;20.63583;100.78892;26.17906;6.86199;48.09368;5.10307;81.92523;28.2469;137.19601;91.12135;70.45887;157.56466
